CompanyName,JobRole,Experience,Skills,Links
Techbulls,Senior Software Development Engineer in Test (SDET 3),5.0,mobile apps Android / iOS Test Automation Framework backend testing Mobile Automation Rest Assured Python or Java API automation Automation Testing,https://www.naukri.com/job-listings-senior-software-development-engineer-in-test-sdet-3-techbulls-bengaluru-5-to-7-years-230326006116
Splunk,Software Engineer - IIoT Solutions | AI Tools & Test Automation,5.0,Product management System testing Networking Simulation IXIA Spirent Debugging Open source,https://www.naukri.com/job-listings-software-engineer-iiot-solutions-ai-tools-test-automation-splunk-bengaluru-5-to-8-years-240326500166
Splunk,Software Engineer | DC Networking Protocol Test Automation & AI,8.0,Product management VMware Automation Networking protocols Linux Networking Debugging cisco,https://www.naukri.com/job-listings-software-engineer-dc-networking-protocol-test-automation-ai-splunk-bengaluru-8-to-13-years-240326500208
Splunk,Software Engineer | DC Networking Protocol Test Automation & AI,8.0,Product management VMware Automation Networking protocols Linux Networking Debugging cisco,https://www.naukri.com/job-listings-software-engineer-dc-networking-protocol-test-automation-ai-splunk-chennai-8-to-13-years-020426507291
Splunk,"Software Engineer | ACI Controller, Test Automation & AI",8.0,Product management VMware Automation IGMP Linux Networking Debugging cisco,https://www.naukri.com/job-listings-software-engineer-aci-controller-test-automation-ai-splunk-bengaluru-8-to-13-years-240326500128
Manabh Software Solutions,Quality Control Executive (Software Test Engineer),0.0,Automation testing MS Access ASP.Net IT skills Test cases VB.NET Executive Quality Control Business Executive,https://www.naukri.com/job-listings-quality-control-executive-software-test-engineer-manabh-software-pune-0-to-2-years-031117500188
Gohil Technologies (opc),Software engineer (Automation Testing),0.0,Automation testing Sales Application development Scheduling Selenium Lotus Operations Monitoring,https://www.naukri.com/job-listings-software-engineer-automation-testing-gohil-technologies-opc-pvt-ltd-vadodara-0-to-6-years-221024501416
Talworx,SDET (Software Development Engineer in Test),6.0,SDET Cypress Playwright Pytest Selenium QA Automation Testing Test Cases,https://www.naukri.com/job-listings-sdet-software-development-engineer-in-test-talworx-solutions-bengaluru-6-to-11-years-260326930890
People Tech,Software Test Engineer,3.0,IVI Testing Bluetooth Navigation Automation Testing Radio Carplay Iad Software testing,https://www.naukri.com/job-listings-software-test-engineer-people-tech-hyderabad-3-to-8-years-300326005460
Nextgen Web Services,Software Test Engineer,5.0,Manual testing performance testing automation testing automated testing user stories project team qtp r,https://www.naukri.com/job-listings-software-test-engineer-nextgen-web-services-india-pvt-ltd-coimbatore-5-to-8-years-230326903676
Hewlett Packard Enterprise,Software Test Engineer,2.0,VMware Backend Data analysis Claims Data management Linux Development Manager Analytical,https://www.naukri.com/job-listings-software-test-engineer-hewlett-packard-enterprise-bengaluru-2-to-4-years-270326503947
Stryker,"Manager, Software Test",12.0,project manager risk management automation automation tools test automation quality assurance people management product development,https://www.naukri.com/job-listings-manager-software-test-stryker-global-technology-center-pvt-ltd-gurugram-12-to-15-years-060426914634
Rockwell Automation,Software Test Engineer- (Selenium/Cypress),4.0,Computer science Automation Manual testing Manager Quality Assurance Testing tools Performance testing Selenium Test cases,https://www.naukri.com/job-listings-software-test-engineer-selenium-cypress-rockwell-automation-pune-4-to-6-years-310326501492
Talent Worx,Software Development Test Engineer,6.0,Java SQL Database Python GIT Rest Assured API Testing Aiml Automation Testing,https://www.naukri.com/job-listings-software-development-test-engineer-talworx-solutions-hyderabad-gurugram-6-to-11-years-260326931228
Leading Client,Sr Software Engineer – API Testing,4.0,software engineer rest test automation rest api maven user stories ide analytical skills,https://www.naukri.com/job-listings-sr-software-engineer-api-testing-ideslabs-private-limited-bengaluru-4-to-9-years-240326916210
Infinite,Senior Software Test Engineer,4.0,Automation testing Functional testing API Testing Selenium SQL Testing API Functional,https://www.naukri.com/job-listings-senior-software-test-engineer-infinite-computer-solutions-india-pvt-ltd-bengaluru-4-to-9-years-270326505290
Heady Technologies Consultancy,Software Development Engineer In Test / SDET,5.0,Api Automation Typescript Ui Automation Software testing API UI Automation Development,https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-heady-technologies-consultancy-mumbai-mumbai-all-areas-5-to-10-years-240524005313
Jarus Technologies,Senior Software Engineer - Testing,4.0,Java Selenium Rest Assured API Testing Playwright Automation Testing Manual Testing Cucumber,https://www.naukri.com/job-listings-senior-software-engineer-testing-jarus-technologies-hyderabad-4-to-9-years-240326035207
Experian,Software Development Engineer - Test,4.0,software development s3 rds insurance python github api gateway iac,https://www.naukri.com/job-listings-software-development-engineer-test-experian-services-india-private-limited-hyderabad-4-to-9-years-060426911683
Leading Client,SDET-Software Development Engineer in Test,5.0,SDET software development regression testing automation testing analytical skills api automation cloud java,https://www.naukri.com/job-listings-sdet-software-development-engineer-in-test-knack-consulting-services-pvt-ltd-bengaluru-5-to-8-years-240326931926
IDrive Software India Pvt Ltd,Senior Software Test Engineer,5.0,CLI Automation Python Python Testing testing Pytest Automation Testing API,https://www.naukri.com/job-listings-senior-software-test-engineer-idrive-software-india-pvt-ltd-bangalore-rural-bengaluru-5-to-6-years-300326019435
Varian Medical Systems India Software Pvt Ltd,Software Solutions Test Engineer,5.0,Product management Automation Test strategy Debugging Agile Healthcare Scrum Selenium,https://www.naukri.com/job-listings-software-solutions-test-engineer-varian-medical-systems-india-software-pvt-ltd-pune-5-to-10-years-310326502656
Experian,Platform Software Engineer in Test - Senior,4.0,Software Engineer Bdd Data Engineering Shell Scripting Powershell Debugging Infrastructure As Code Devsecops,https://www.naukri.com/job-listings-platform-software-engineer-in-test-senior-experian-services-india-private-limited-hyderabad-4-to-9-years-060426913935
Siemens,Manual Software Test Specialist ( Domain Tester),3.0,Manual testing python oracle software development test automation vmware qa java,https://www.naukri.com/job-listings-manual-software-test-specialist-domain-tester-siemens-limited-bengaluru-3-to-5-years-250326928737
Clerro Technologies,Software Test Engineer,0.0,Automation testing SDLC testing Testing tools Analytical Test scenarios Software development life cycle Manual Selenium,https://www.naukri.com/job-listings-software-test-engineer-clerro-technologies-hyderabad-0-to-5-years-140225501894
Unicrop Biochem,Software Tester,1.0,software testing regression testing automation testing test cases manual testing smoke testing stlc defect reporting,https://www.naukri.com/job-listings-software-tester-unicrop-biochem-vadodara-1-to-5-years-060426502577
GLOINNT,Software Testing Engineer,1.0,Computer science Software testing Manual testing Version control Analytical Test scenarios Test cases software quality,https://www.naukri.com/job-listings-software-testing-engineer-gloinnt-bengaluru-1-to-3-years-010426502343
Siemens,Senior Software Test Engineer,2.0,finance sap test management sap sd business processes scrum logistics agile,https://www.naukri.com/job-listings-senior-software-test-engineer-siemens-limited-bengaluru-2-to-7-years-270326910692
Dion Global Solutions,Software Test Engineer,0.0,software testing regression testing automation testing test cases manual testing smoke testing gui testing test execution,https://www.naukri.com/job-listings-software-test-engineer-dion-global-solutions-noida-0-to-3-years-220126504219
Siemens,Lead Software Test Engineer,9.0,Architecture Design Communication Skills Automation Api Testing Kafka Software Integration Domain Knowledge,https://www.naukri.com/job-listings-lead-software-test-engineer-siemens-limited-pune-9-to-14-years-260326919723
Blitz,Software Development Engineer in Test - I,1.0,Automation Testing tools Debugging Agile Healthcare Selenium SDLC SQL,https://www.naukri.com/job-listings-software-development-engineer-in-test-i-blitz-bengaluru-1-to-2-years-020426503052
Siro Clinpharm,Embedded Software Test Engineer (Low-Level / V&V),4.0,Low Level Testing Unit Testing Verification And Validation C Programming Language Embedded Software Testing VectorCast Program Embedded software,https://www.naukri.com/job-listings-embedded-software-test-engineer-low-level-v-v-siro-clinpharm-bengaluru-4-to-6-years-020326001946
Siemens,Senior Software Test Engineer,5.0,Git Istqb C Business Unit Https Html Digital Transformation Automotive,https://www.naukri.com/job-listings-senior-software-test-engineer-siemens-limited-pune-5-to-8-years-260326923619
Siemens,Senior Software Test Engineer,5.0,git c prototyping istqb linux html https Senior,https://www.naukri.com/job-listings-senior-software-test-engineer-siemens-limited-pune-5-to-8-years-260326911884
Infinite,Senior Software Test Engineer,3.0,Test case execution Testing tools Analytical UI testing Test cases Execution Analytics Software testing,https://www.naukri.com/job-listings-senior-software-test-engineer-infinite-computer-solutions-india-pvt-ltd-bengaluru-3-to-8-years-030426500075
Xerox Business Solutions Southeast,Software Test Engineer,3.0,System testing Production support Test strategy Process improvement Project planning Subject Matter Expert Cost Financial services,https://www.naukri.com/job-listings-software-test-engineer-xerox-business-solutions-southeast-kolkata-3-to-7-years-010426505066
Xerox Business Solutions Southeast,Software Test Engineer,3.0,System testing Production support Test strategy Process improvement Project planning Subject Matter Expert Cost Financial services,https://www.naukri.com/job-listings-software-test-engineer-xerox-business-solutions-southeast-kolkata-3-to-7-years-010426505065
Clearwater Analytics,Software Development Engineer in Test,4.0,Maven Automation VB SCRIPT Javascript Agile Selenium SDLC Analytics,https://www.naukri.com/job-listings-software-development-engineer-in-test-clear-water-analytics-bengaluru-4-to-9-years-020426506425
Ringcentral,Software Development Engineer in Test - AI ML,10.0,Environment management Automation engineering Transcription Scalability Coding Technical leadership Selenium Medical insurance,https://www.naukri.com/job-listings-software-development-engineer-in-test-ai-ml-ringcentral-bengaluru-10-to-15-years-010426503378
Mitratech India,"Software Engineer III, in Test",5.0,Automation Test scripts Testing tools Enterprise applications Performance testing Agile Scrum Selenium,https://www.naukri.com/job-listings-software-engineer-iii-in-test-mitratech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-010426502177
Attulya Bhaarat Software Solution,Software Test Engineer,1.0,software development software testing design agile agile development communication and interpersonal skills Development Interpersonal Skill,https://www.naukri.com/job-listings-software-test-engineer-attulya-bhaarat-software-solution-pune-1-to-2-years-020426505597
Wolters Kluwer - Medknow Publications,Software Test Automation Engineer,3.0,Computer science Automation Manager Quality Assurance Project management MIS Javascript Selenium Test cases,https://www.naukri.com/job-listings-software-test-automation-engineer-wolters-kluwer-medknow-publications-kalyani-pune-3-to-8-years-110825502810
Inevitable Infotech,Software Test Automation Engineer,1.0,continuous integration cd software test automation python bdd software testing automation testing maven,https://www.naukri.com/job-listings-software-test-automation-engineer-inevitable-infotech-ahmedabad-1-to-4-years-061125504243
Systechcorp Inc,Software Architect Test Automation,10.0,artificial intelligence playwright Selenium Automation Architect azure C# Java SDET,https://www.naukri.com/job-listings-software-architect-test-automation-systechcorp-inc-gurugram-10-to-20-years-030426009844
Careernet,Software Development Test Engineer,4.0,Java Cloud Selenium Cucumber SQL Software development Development Software,https://www.naukri.com/job-listings-software-development-test-engineer-careernet-hyderabad-4-to-9-years-300326023059
Yamaha Motor Solutions,Senior Software Test Engineer (Manual & Automation),4.0,Manual testing Test scripts Testing tools Javascript Performance testing Agile Selenium Test cases,https://www.naukri.com/job-listings-senior-software-test-engineer-manual-automation-yamaha-motor-solutions-india-pvt-ltd-faridabad-4-to-7-years-090126501256
Wolters Kluwer - Medknow Publications,Software Test Automation Engineer,4.0,automation framework VMware GIT Test management Performance testing Selenium Visual Studio Test cases,https://www.naukri.com/job-listings-software-test-automation-engineer-wolters-kluwer-medknow-publications-pune-4-to-5-years-170226504160
Systechcorp Inc,Software Architect Test Automation,11.0,Automation Testing Selenium Testing Selenium Java AI testing Software testing Selenium Architecture Software,https://www.naukri.com/job-listings-software-architect-test-automation-systechcorp-inc-gurugram-11-to-15-years-010426019752
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer (C# and Selenium mandatory),5.0,Manager Quality Assurance Load testing Test design Performance testing Test scenarios Regression testing Selenium Test cases,https://www.naukri.com/job-listings-senior-software-test-automation-engineer-c-and-selenium-mandatory-wolters-kluwer-medknow-publications-pune-5-to-8-years-160226501794
Kalypso A Rockwell Automation Business,Software Test Engineer- (Selenium/Cypress),4.0,Computer science Automation Manual testing Manager Quality Assurance Testing tools Performance testing Selenium Test cases,https://www.naukri.com/job-listings-software-test-engineer-selenium-cypress-kalypso-a-rockwell-automation-business-pune-4-to-6-years-310326501439
Mastercard,Senior Software Engineer (Senior Software Engineer in Test),5.0,Unix Maven Linux XML Information security Shell scripting HTTP JSON,https://www.naukri.com/job-listings-senior-software-engineer-senior-software-engineer-in-test-mastercard-pune-5-to-12-years-260326501959
Lektronix,Software Test Engineer- (Selenium/Cypress),4.0,Computer science Automation Manual testing Manager Quality Assurance Testing tools Performance testing Selenium Test cases,https://www.naukri.com/job-listings-software-test-engineer-selenium-cypress-lektronix-pune-4-to-6-years-310326502787
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,6.0,Product management Manual testing Manager Quality Assurance Test scripts Functional testing Debugging Selenium Test cases,https://www.naukri.com/job-listings-senior-software-test-automation-engineer-wolters-kluwer-medknow-publications-pune-6-to-10-years-090126502039
Applied Materials,Software Development Engineer in Test (SDET) - Java,3.0,java software development test automation semiconductor software design unit testing ai research,https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-java-applied-materials-india-private-limited-bengaluru-3-to-6-years-200326922153
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,5.0,Automation Manager Quality Assurance Load testing Coding Test design Javascript Test scenarios Regression testing,https://www.naukri.com/job-listings-senior-software-test-automation-engineer-wolters-kluwer-medknow-publications-kalyani-pune-5-to-8-years-250226501910
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,6.0,automation framework Framework design Automation github Manager Quality Assurance Test scripts Coding Analytical,https://www.naukri.com/job-listings-senior-software-test-automation-engineer-wolters-kluwer-medknow-publications-pune-6-to-11-years-190326503026
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer - Selenium with Java,5.0,Automation testing Manager Quality Assurance Load testing Test design Test scenarios Regression testing Selenium Test cases,https://www.naukri.com/job-listings-senior-software-test-automation-engineer-selenium-with-java-wolters-kluwer-medknow-publications-kalyani-pune-5-to-9-years-100326503680
Wolters Kluwer - Medknow Publications,"Manager, Software Test Automation Engineer",4.0,Manager Quality Assurance Test scripts Linux Testing tools Project management Javascript Test planning Oracle,https://www.naukri.com/job-listings-manager-software-test-automation-engineer-wolters-kluwer-medknow-publications-pune-4-to-9-years-120326503738
Nest Digital,"Software Engineer-Test Automation Engineer - Python, Squish",7.0,Automation testing Manager Quality Assurance Team management Version control Linux Test management Healthcare Windows,https://www.naukri.com/job-listings-software-engineer-test-automation-engineer-python-squish-nest-digital-bengaluru-7-to-9-years-171125502094
Godigi Infotech,SOFTWARE TESTING TRAINER,0.0,Software testing C++ Core Java Automation testing Manual testing C MySQL PLSQL,https://www.naukri.com/job-listings-software-testing-trainer-godigi-infotech-pune-0-to-1-years-260224500846
Attulya Bhaarat Software Solution,Software Test Engineer,1.0,software development software testing design agile agile development communication and interpersonal skills Development Interpersonal Skill,https://www.naukri.com/job-listings-software-test-engineer-attulya-bhaarat-software-solution-mumbai-1-to-2-years-020426505596
KLA,"Engineer,Software Test Automation",1.0,Software design Manual testing Project management Analytical Packaging Test planning Selenium SDLC,https://www.naukri.com/job-listings-engineer-software-test-automation-kla-tencor-software-india-pvt-ltd-chennai-1-to-7-years-261125505070
Wolters Kluwer - Medknow Publications,Software Test Automation Engineer,3.0,Computer science Automation Manager Quality Assurance Project management MIS Javascript Selenium Test cases,https://www.naukri.com/job-listings-software-test-automation-engineer-wolters-kluwer-medknow-publications-kalyani-3-to-8-years-241225502553
Wolters Kluwer - Medknow Publications,Software Test Automation Engineer,6.0,Manager Quality Assurance Load testing Test scripts Analytical Performance testing Selenium Troubleshooting JIRA,https://www.naukri.com/job-listings-software-test-automation-engineer-wolters-kluwer-medknow-publications-chennai-6-to-9-years-110226502670
Medtech,Software Testing Engineer,4.0,Manual Testing Embedded Testing Regression Testing Bug Life Cycle Bug Tracking Medical Device Testing Functional Testing SDLC,https://www.naukri.com/job-listings-software-testing-engineer-bean-hr-consulting-gurugram-4-to-8-years-010426030762
Airasia,"Software Development Engineer, Test",3.0,Maven Backend Automation testing Testing tools TDD Debugging Build management Selenium,https://www.naukri.com/job-listings-software-development-engineer-test-airasia-india-private-limited-bengaluru-3-to-5-years-290126504176
Wonderworth Solutions,Team Leader Software Testing,3.0,software testing automation testing defect tracking mentoring scalability cypress automation automation tools,https://www.naukri.com/job-listings-team-leader-software-testing-wonderworth-solutions-guwahati-3-to-8-years-020426504501
KLA,"Engineer, Software Test Automation",3.0,Fabrication Publishing Analytical Packaging product life cycle Video conferencing Customer support Test cases,https://www.naukri.com/job-listings-engineer-software-test-automation-kla-tencor-software-india-pvt-ltd-chennai-3-to-7-years-110326504237
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,6.0,Computer science Automation Manager Quality Assurance Project management MIS Javascript Selenium Test cases,https://www.naukri.com/job-listings-senior-software-test-automation-engineer-wolters-kluwer-medknow-publications-kalyani-6-to-11-years-241225502552
Trianz,Senior Software Engineer-IAM Testing,2.0,Automation Business transformation Manual testing Analytical Active directory Network security Healthcare Workflow,https://www.naukri.com/job-listings-senior-software-engineer-iam-testing-trianz-hyderabad-2-to-4-years-020426509842
Nest Digital,Senior Software Engineer-Automation Test Engineer,6.0,Maven Automation testing GIT Test scripts Coding Debugging Selenium SDLC,https://www.naukri.com/job-listings-senior-software-engineer-automation-test-engineer-nest-digital-bengaluru-6-to-8-years-010925500605
Wolters Kluwer - Medknow Publications,"Senior Software Test Automation Engineer,",4.0,Manager Quality Assurance Load testing Test design Javascript Performance testing Test scenarios Regression testing Selenium,https://www.naukri.com/job-listings-senior-software-test-automation-engineer-wolters-kluwer-medknow-publications-chennai-4-to-7-years-120326501076
Careernet,Senior Software Development Engineer in Test (SDET),7.0,Java Test Automation API Testing Selenium Microservices Automation Frameworks AWS Software,https://www.naukri.com/job-listings-senior-software-development-engineer-in-test-sdet-careernet-bengaluru-7-to-8-years-200326020507
Nest Digital,Software Automation Test Engineer- Python BDD,5.0,Automation Manual test execution Coding Test management tool Test design Device testing Selenium Python,https://www.naukri.com/job-listings-software-automation-test-engineer-python-bdd-nest-digital-bengaluru-5-to-8-years-060226502437
Beckman Coulter,Sr. Software Test Automation Engineer,5.0,Automation Pharma Javascript Agile Life sciences Test cases software quality Troubleshooting,https://www.naukri.com/job-listings-sr-software-test-automation-engineer-beckman-coulter-india-pvt-ltd-kolkata-5-to-10-years-280126500456
Kapture Crm,Software Development Engineer in Test (SDET),1.0,Computer science Product quality Automation Testing tools Javascript Performance testing Test scenarios Selenium,https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-kapture-crm-bengaluru-1-to-3-years-230326505042
Remitap,Software Tester,4.0,Software testing Automation testing Manager Quality Assurance QA Lead Javascript Security testing test driven development Test cases,https://www.naukri.com/job-listings-software-tester-remitap-fintech-solutions-private-limited-kochi-4-to-9-years-010426503346
New Groyp Talentoj,Software Test Engineer,3.0,Pytest Automation Testing Python SQL model testing Python Testing AWS Software,https://www.naukri.com/job-listings-software-test-engineer-new-groyp-talentoj-bengaluru-3-to-7-years-070326009488
Splunk,Software Development Test Engineer,2.0,System testing Automation Networking Functional testing Network engineering Troubleshooting cisco Python,https://www.naukri.com/job-listings-software-development-test-engineer-splunk-bengaluru-2-to-4-years-240326502679
OSI Systems,Senior Software Test Engineer,6.0,UML Testing tools Web testing Software configuration management Agile Mentor Test planning Test cases,https://www.naukri.com/job-listings-senior-software-test-engineer-osi-systems-pvt-ltd-hyderabad-6-to-11-years-260326503802
GEA,Associate Software Test Engineering,3.0,Automation SAP Linux Testing tools Configuration management Windows Firmware Selenium,https://www.naukri.com/job-listings-associate-software-test-engineering-gea-process-engineering-india-private-limited-bengaluru-3-to-6-years-260326502423
GEA,Associate Software Test Engineering,3.0,Automation SAP Linux Testing tools Configuration management Windows Firmware Selenium,https://www.naukri.com/job-listings-associate-software-test-engineering-gea-process-engineering-india-private-limited-bengaluru-3-to-6-years-260326500169
"Everbridge, Inc.",Software Development Engineer in Test (SDET),3.0,Unix Computer science Linux Load testing Event management Selenium Ruby Distribution system,https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-everbridge-inc-bengaluru-3-to-8-years-300326502712
Luxoft,Software Test Engineer,5.0,Architecture Embedded C Leadership C Software Architecture Autosar Vector Geny Sdlc,https://www.naukri.com/job-listings-software-test-engineer-luxoft-india-llp-bengaluru-5-to-10-years-300326914502
Okta,Staff Software Engineer in Test,5.0,software engineer kubernetes ai machine learning jmeter javascript artificial intelligence sql,https://www.naukri.com/job-listings-staff-software-engineer-in-test-okta-identity-india-private-limited-bengaluru-5-to-10-years-240326919446
Okta,Staff Software Engineer in Test,5.0,software engineer kubernetes python manual testing ai nosql quality engineer ruby,https://www.naukri.com/job-listings-staff-software-engineer-in-test-okta-identity-india-private-limited-bengaluru-5-to-10-years-230326930670
Clearwater Analytics,Software Development Engineer in Test,4.0,Maven Automation VB SCRIPT Javascript Agile Selenium SDLC Analytics,https://www.naukri.com/job-listings-software-development-engineer-in-test-clear-water-analytics-bengaluru-4-to-9-years-230326505083
Splunk,Software Development Test Engineer,4.0,Computer science C++ Version control GIT Networking Analytical Test cases JIRA,https://www.naukri.com/job-listings-software-development-test-engineer-splunk-bengaluru-4-to-8-years-270326505864
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,7.0,Manual testing RDBMS Testing tools Debugging Agile HTML HTTP Visual Studio,https://www.naukri.com/job-listings-senior-software-test-automation-engineer-wolters-kluwer-medknow-publications-pune-7-to-12-years-310326501596
Wolters Kluwer - Medknow Publications,Senior Software Test Automation Engineer,6.0,Manual testing RDBMS Testing tools Debugging Agile HTML HTTP Selenium,https://www.naukri.com/job-listings-senior-software-test-automation-engineer-wolters-kluwer-medknow-publications-pune-6-to-11-years-310326501595
Okta,Senior Software Engineer - Test,4.0,java kubernetes golang test cases artificial intelligence docker ansible selenium,https://www.naukri.com/job-listings-senior-software-engineer-test-okta-identity-india-private-limited-bengaluru-4-to-7-years-240326919488
Netradyne,Sr Software Development Engineer in Test (SDET),7.0,Geometry Computer vision C++ Machine learning Programming Research Analytics Monitoring,https://www.naukri.com/job-listings-sr-software-development-engineer-in-test-sdet-netradyne-bengaluru-7-to-12-years-240326502611
Rohde & Schwarz,RF Software Test Development Engineer,3.0,Python RF Testing Pytest MATLAB SCPI RF engineering Test Development Software,https://www.naukri.com/job-listings-rf-software-test-development-engineer-rohde-schwarz-bengaluru-3-to-8-years-051225028913
Amity Software Systems,Software Test Lead (Automation),8.0,Selenium Testing Selenium Automation Automation Testing Defect Tracking Test Management Technical Leadership Test Metrics Test Strategy,https://www.naukri.com/job-listings-software-test-lead-automation-amity-software-systems-noida-8-to-13-years-250326023177
Smiths Detection,Lead Software Test Engineer,2.0,rest junit python software testing regression testing automation testing cucumber maven,https://www.naukri.com/job-listings-lead-software-test-engineer-smiths-detection-bengaluru-2-to-7-years-230126503602
Philips,Software Test Architect - AzurionEye AI Analyst,6.0,C++ Automation Manager Quality Assurance Senior Analyst Coding Agile Scrum Selenium,https://www.naukri.com/job-listings-software-test-architect-azurioneye-ai-analyst-philips-india-limited-bengaluru-6-to-11-years-020426510391
TraceLink Inc.,Software Engineer in Test III,2.0,Unix Supply chain Maven Automation orchestration Testing tools Eclipse Javascript,https://www.naukri.com/job-listings-software-engineer-in-test-iii-tracelink-inc-pune-2-to-5-years-240326502861
TraceLink Inc.,"Software Engineer in Test, Sr",5.0,Unix Supply chain Maven Automation orchestration Testing tools Eclipse Javascript,https://www.naukri.com/job-listings-software-engineer-in-test-sr-tracelink-inc-pune-5-to-8-years-240326502034
Arista Networks,Software Test Engineer (Cloud),10.0,Linux Networking Debugging Performance testing Test cases Troubleshooting Virtualization Distribution system,https://www.naukri.com/job-listings-software-test-engineer-cloud-arista-networks-pune-10-to-15-years-230326503731
Cal4care,Software Testing Engineer (Senior & Junior),0.0,Software testing Software design Linux Coding Debugging Windows Selenium Bugzilla,https://www.naukri.com/job-listings-software-testing-engineer-senior-junior-cal4care-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-130723502028
Allata,Software Test Engineer Automation + AI,3.0,Automation Manual testing Testing tools Coding OWASP Javascript Performance testing Agile,https://www.naukri.com/job-listings-software-test-engineer-automation-ai-allata-pune-3-to-5-years-230226503914
IMRIEL Technology Solutions Private Limited,Software Test Engineer Automation + AI,3.0,Automation Manual testing Testing tools Coding OWASP Javascript Performance testing Agile,https://www.naukri.com/job-listings-software-test-engineer-automation-ai-imriel-technology-solutions-pvt-ltd-pune-3-to-5-years-230226503955
Aumni Techworks,Software Development Engineer in Test SDET Automation,2.0,automation framework continuous integration cd sql queries cucumber katalon studio ci/cd spec flow,https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-automation-aumni-techworks-pune-2-to-4-years-200126500596
German MNC,Hiring Software Test Engineer | German MNC| On role | Pune | Hybrid,3.0,Ivalua Test Cases Writing Test Cases Test Planning Test Design Test Strategy Planning German,https://www.naukri.com/job-listings-hiring-software-test-engineer-german-mnc-on-role-pune-hybrid-technomech-placements-pune-3-to-7-years-230326006737
Hatica,Software Engineer - Test,2.0,QA Software testing Automation testing Manager Quality Assurance SAAS Cloud Javascript Regression testing,https://www.naukri.com/job-listings-software-engineer-test-hatica-mumbai-hyderabad-pune-gurugram-chennai-bengaluru-2-to-5-years-110423501833
Smiths,Senior Software Test Engineer,2.0,software testing automation testing test cases manual testing microservices sql software development life cycle automation tools,https://www.naukri.com/job-listings-senior-software-test-engineer-smiths-group-plc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-040325501612
Applause,Software Development Engineer in Test (SDET),2.0,automation framework QA Automation testing Test scripts Programming Software testing Framework SDET,https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-applause-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-300724501621
UPS Supply Chain Solutions (UPS SCS),Senior Software Quality Engineer - Test Manual Automation,7.0,Computer science Manager Quality Assurance NoSQL Testing tools Javascript Test scenarios software quality SQL,https://www.naukri.com/job-listings-senior-software-quality-engineer-test-manual-automation-ups-pvt-ltd-chennai-7-to-10-years-220725502660
RIG Technologies,Software Developer Engineer in Test,2.0,Product management Manager Quality Assurance Postgresql Agile Scrum Selenium Test cases SDLC,https://www.naukri.com/job-listings-software-developer-engineer-in-test-rig-technologies-kochi-2-to-3-years-270326505615
Turvo Inc.,Senior Software Engineer - Test,5.0,Manager Quality Assurance MySQL Javascript Oracle Apache Open source SDLC SQL,https://www.naukri.com/job-listings-senior-software-engineer-test-turvo-inc-hyderabad-5-to-8-years-260326503036
Brainvire Infotech,Team Lead Software Test Engineer,6.0,Computer science Manual testing Test scripts Javascript Selenium Test cases JIRA SDLC,https://www.naukri.com/job-listings-team-lead-software-test-engineer-brainvire-infotech-pvt-ltd-ahmedabad-6-to-10-years-250326504975
Testingxperts,Software Test Engineer,2.0,python selenium quality assurance test complete appiumjava programming communication skills Software testing,https://www.naukri.com/job-listings-software-test-engineer-testingxperts-private-limited-chandigarh-2-to-6-years-250326501084
IIT Madras,Software Test Engineer/ Automation Tester,2.0,Manual Testing Automation Testing Basic Sql Manual Software testing Software Basic SQL,https://www.naukri.com/job-listings-software-test-engineer-automation-tester-iit-madras-chennai-2-to-4-years-200326020172
Attulya Bhaarat Software Solution,Software Test Engineer,1.0,software development software testing design agile agile development communication and interpersonal skills Interpersonal Skill Interpersonal skills,https://www.naukri.com/job-listings-software-test-engineer-attulya-bhaarat-software-solution-satara-1-to-2-years-230326504871
Mavlra,SDET (Software Development Engineer in Test),12.0,Typescript Playwright Development SDET Software testing Software development Software Software engineering,https://www.naukri.com/job-listings-sdet-software-development-engineer-in-test-mavlra-hyderabad-12-to-16-years-250326000287
Elaarson Industries,Associate Software Test Engineer (Automation),1.0,Automation testing Manual testing Automation tools Software Associate Javascript Test scenarios Selenium Test cases,https://www.naukri.com/job-listings-associate-software-test-engineer-automation-elaarson-industries-gurgaon-greater-noida-1-to-2-years-150121500025
